"Date","DABUR.NS.Open","DABUR.NS.High","DABUR.NS.Low","DABUR.NS.Close","DABUR.NS.Volume","DABUR.NS.Adjusted"
2007-04-23,49,49.25,48.174999,48.424999,753008,41.430565
2007-04-24,48.474998,49.700001,47.575001,49.525002,1287052,42.371693
2007-04-25,49.5,49.924999,48.75,49.575001,1094334,42.414467
2007-04-26,49.575001,50,48.549999,48.900002,2818056,41.836964
2007-04-27,49,49.700001,46.799999,47.400002,916550,40.553623
2007-04-30,47.474998,47.900002,46.5,47.599998,806092,40.724731
2007-05-03,48,48.5,47.375,48.200001,739536,41.238068
2007-05-04,48.349998,49.349998,47.900002,48.099998,1769844,41.152512
2007-05-07,48.150002,49.25,48.049999,48.25,615736,41.280846
2007-05-08,48.724998,49.200001,46.75,47.349998,2246976,40.510834
2007-05-09,47.5,48.974998,46.674999,47.125,1427732,40.318344
2007-05-10,47.5,47.924999,46.75,46.849998,1127336,40.083061
2007-05-11,46.700001,46.950001,41.799999,46.549999,1262700,39.826393
2007-05-14,46.549999,47.5,44.599998,44.950001,4605286,38.457493
2007-05-15,45.349998,45.724998,44.950001,45.200001,1670204,38.671379
2007-05-16,45.5,45.5,44.799999,45,3077502,38.500275
2007-05-17,45.549999,46.400002,45,45.875,1553520,39.248901
2007-05-18,46,47.875,45.200001,47.5,4606514,40.639183
2007-05-21,48.450001,49.5,48,48.150002,2459098,41.195286
2007-05-22,49,49,47.599998,48.5,2541572,41.494736
2007-05-23,48.75,48.950001,47.400002,48.5,2550882,41.494736
2007-05-24,47.674999,49.174999,47.650002,48.974998,2812976,41.901123
2007-05-25,48.349998,48.950001,47.275002,48.049999,2174118,41.109737
2007-05-28,48.450001,49.75,48.099998,49.549999,2602106,42.393074
2007-05-29,49.549999,50.224998,49.025002,49.849998,2160842,42.64975
2007-05-30,49.849998,50,47.75,49.099998,2171314,42.008072
2007-05-31,49.325001,50.25,48.049999,49.950001,3952152,42.735306
2007-06-01,49.950001,50.375,48.625,49.025002,756452,41.943901
2007-06-04,50.200001,51.474998,48.650002,50.049999,1954998,42.820866
2007-06-05,49.924999,50.75,49.025002,50.650002,1627234,43.334198
2007-06-06,52.150002,52.150002,49.849998,50.400002,994178,43.120308
2007-06-07,48.799999,50.224998,48.5,49.924999,820562,42.713917
2007-06-08,49.924999,49.924999,48.674999,49.424999,911398,42.286137
2007-06-11,49.25,50.099998,49.200001,49.299999,540830,42.179192
2007-06-12,49.025002,50,48.650002,49.775002,812170,42.58559
2007-06-13,49.75,51,49.650002,50.799999,2060614,43.462532
2007-06-14,51,51.424999,50.299999,50.974998,1392248,43.612247
2007-06-15,50.974998,51.349998,49.174999,50.450001,2236506,43.163082
2007-06-18,50.5,51.700001,49.299999,50.599998,2137186,43.291412
2007-06-19,50.5,52,50.025002,51.650002,1026168,44.189762
2007-06-20,51.525002,51.700001,50.625,51.450001,833068,44.018639
2007-06-21,51.450001,51.900002,49.5,49.75,1629340,42.564198
2007-06-22,49.75,51.5,49.75,51.349998,1537270,43.933086
2007-06-25,51,52.5,50.125,52.424999,1626878,44.852825
2007-06-26,53.200001,53.200001,51.224998,51.924999,690590,44.425041
2007-06-27,51.400002,52.075001,51.125,51.625,796310,44.168365
2007-06-28,51.349998,52.5,50.900002,52.174999,1654626,44.638935
2007-06-29,52,52,50.900002,51.424999,757016,43.997253
2007-07-02,51.5,52.5,51,51.174999,667366,43.78336
2007-07-03,51.174999,51.950001,51.174999,51.575001,421424,44.125595
2007-07-04,51.950001,51.950001,51,51.200001,500218,43.80476
2007-07-05,51,51.450001,50.549999,50.924999,556050,43.569481
2007-07-06,50.724998,51.724998,50.5,51.525002,1171344,44.082809
2007-07-09,51.174999,51.900002,50.25,50.525002,656148,43.227249
2007-07-10,50.5,52.974998,50.5,52.775002,2510026,45.152271
2007-07-11,52.5,52.724998,51.525002,52.125,1075668,44.596153
2007-07-12,52.424999,53.025002,51.799999,52.325001,1625674,44.767269
2007-07-13,52.549999,52.674999,51.25,51.525002,1283344,44.082809
2007-07-16,51.849998,51.900002,51.025002,51.150002,431724,43.761971
2007-07-17,51.174999,51.900002,51.174999,51.700001,3491500,44.232536
2007-07-18,51.75,51.900002,49.75,50.224998,720366,42.970577
2007-07-19,50.549999,51.650002,50.549999,51.450001,888652,44.018639
2007-07-20,51.200001,51.5,50.5,51.049999,4363994,43.676414
2007-07-23,51.349998,51.950001,49.75,50.174999,4531032,42.927814
2007-07-24,50.5,51.375,50.200001,50.299999,1594994,43.034752
2007-07-25,50.299999,51,49.775002,50.400002,806498,43.120308
2007-07-26,50.599998,52.900002,50.5,52.424999,7632372,44.852825
2007-07-27,51.25,52.025002,50.150002,50.375,1827566,43.098923
2007-07-30,50.375,51.525002,50,51.25,2994986,43.84753
2007-07-31,51.25,52.674999,50.625,52.325001,1290904,44.767269
2007-08-01,52.450001,53.424999,50.025002,50.150002,799302,42.906418
2007-08-02,51.099998,51.625,50,50.724998,1410332,43.398354
2007-08-03,51.450001,51.474998,50.299999,50.5,4866072,43.205864
2007-08-06,50.25,52.5,49.825001,51.700001,1225324,44.232536
2007-08-07,51.299999,52,50.75,50.924999,950220,43.569481
2007-08-08,51,52.474998,50.875,51.825001,978960,44.339485
2007-08-09,52.099998,52.275002,51.625,51.900002,1037874,44.403656
2007-08-10,50.575001,51.450001,50.5,51.125,977588,43.740597
2007-08-13,51.25,52.125,51,52,1007058,44.489212
2007-08-14,51.974998,51.974998,50.849998,50.924999,344150,43.569481
2007-08-16,50.650002,51,48.5,49.200001,1337508,42.093628
2007-08-17,49.775002,50.599998,46.549999,49.700001,1119460,42.52142
2007-08-20,50.400002,51.075001,48.325001,50.474998,478098,43.184475
2007-08-21,50.049999,50.974998,49.700001,50.25,696946,42.99197
2007-08-22,50.25,50.875,49.549999,50.5,503234,43.205864
2007-08-23,51.25,51.924999,50.099998,50.450001,719150,43.163082
2007-08-24,50.025002,51.125,49.700001,50.049999,657248,42.820866
2007-08-27,50.325001,50.849998,50,50.375,423556,43.098923
2007-08-28,50.700001,50.900002,49.849998,50.200001,919102,42.949203
2007-08-29,49.75,51.25,49.75,50.674999,1143418,43.355579
2007-08-30,50.424999,52.224998,50.25,51.200001,1710360,43.80476
2007-08-31,51.25,51.950001,50.325001,50.5,1664366,43.205864
2007-09-03,50.25,51.25,50.25,50.349998,540650,43.077526
2007-09-04,50.400002,50.950001,50.25,50.375,612994,43.098923
2007-09-05,50.900002,51.125,50.025002,50.950001,944430,43.590862
2007-09-06,51.424999,51.424999,50.224998,50.575001,626968,43.270027
2007-09-07,50.875,50.950001,50.224998,50.349998,564290,43.077526
2007-09-10,50,50.5,49.700001,49.950001,1853350,42.735306
2007-09-11,50.5,52.275002,50.099998,51.900002,3208972,44.403656
2007-09-12,52,52.625,51.875,52.275002,1764890,44.724483
2007-09-13,52.275002,53.25,52.049999,53.125,1501544,45.451706
2007-09-14,53.474998,54.5,52.75,52.900002,1702948,45.259216
2007-09-17,53.474998,53.5,52,52.200001,459430,44.660316
2007-09-18,52.049999,54.724998,52.049999,53.950001,2532242,46.157543
2007-09-19,54.474998,55,53.125,53.450001,2830360,45.729774
2007-09-20,53.75,54.650002,53.049999,53.450001,2022042,45.729774
2007-09-21,53.5,54.875,52.799999,53.700001,4474898,45.943661
2007-09-24,53.200001,54.799999,53.200001,54.200001,2195908,46.371437
2007-09-25,54.349998,54.349998,53.375,53.924999,769276,46.136162
2007-09-26,53.75,54.325001,53.349998,53.900002,1809710,46.114777
2007-09-27,54.25,54.375,51.299999,51.799999,4486926,44.318085
2007-09-28,51.974998,53.450001,51.525002,52.924999,2145822,45.280598
2007-10-01,46.875,53.5,46.875,52.575001,1646816,44.981148
2007-10-03,53,54.450001,52.575001,53.825001,4121068,46.05061
2007-10-04,53.5,56.974998,53.049999,54.700001,28999544,46.799221
2007-10-05,54.275002,57.25,53.275002,53.724998,36028624,45.965038
2007-10-08,54.275002,54.700001,51.75,53.400002,4636196,45.686996
2007-10-09,52.224998,55.174999,52,54.775002,6189288,46.863388
2007-10-10,54.5,55.5,53.5,53.674999,2624746,45.922264
2007-10-11,53.974998,53.974998,52.775002,53,1943448,45.344761
2007-10-12,52.525002,53.674999,52.5,52.924999,1253264,45.280598
2007-10-15,53.25,53.799999,53,53.549999,897004,45.815323
2007-10-16,52.799999,53.25,50.950001,51.775002,3720564,44.296703
2007-10-17,50.049999,51.125,41.849998,50.525002,2368878,43.227249
2007-10-18,52,53.049999,50.049999,51.674999,2956846,44.211143
2007-10-19,50,52.900002,49.700001,52,1837326,44.489212
2007-10-22,51.25,52.974998,50.5,52.200001,667958,44.660316
2007-10-23,49.950001,54.349998,49.950001,54.025002,2034726,46.221725
2007-10-24,55,58.5,53.349998,54.174999,3139422,46.350052
2007-10-25,54.549999,55.375,53.125,53.775002,4980802,46.00782
2007-10-26,53,55.974998,53,55.724998,2217610,47.676178
2007-10-29,56,56.450001,53.599998,54.150002,1456030,46.960709
2007-10-30,54.700001,54.950001,53.700001,54.049999,872492,46.873985
2007-10-31,54.849998,55.224998,53.049999,53.325001,786324,46.245243
2007-11-01,53.525002,54.099998,52.5,52.775002,840228,45.768257
2007-11-02,52,52.5,51.599998,52,733286,45.096157
2007-11-05,52.5,53,51.799999,52.275002,658788,45.334641
2007-11-06,52.549999,53.25,51.875,52.174999,1237460,45.247913
2007-11-07,52.625,52.900002,52,52.599998,1356390,45.616489
2007-11-08,52,53.75,51.75,53.224998,2382322,46.158516
2007-11-12,52.299999,53.424999,50.799999,52.950001,575292,45.920033
2007-11-13,53.025002,53.5,52.349998,52.724998,937616,45.724892
2007-11-14,53.450001,53.450001,52.5,53,6398856,45.963383
2007-11-15,53.25,53.5,52.575001,53.275002,607158,46.201874
2007-11-16,53.849998,56.5,52.799999,55.174999,2085462,47.849617
2007-11-19,57,66.574997,56.424999,62.825001,12918892,54.483952
2007-11-20,64.949997,64.949997,57.625,58.549999,3103920,50.776527
2007-11-21,58.549999,61.799999,54,55.075001,2280730,47.76289
2007-11-22,55.5,56,52.75,54.549999,2016024,47.307594
2007-11-23,55.900002,57.125,55,55.875,967566,48.45668
2007-11-26,56.825001,57.349998,54.75,55.474998,591324,48.109779
2007-11-27,56.349998,56.349998,54.775002,55.299999,674364,47.958035
2007-11-28,55.775002,56.25,54.549999,55.299999,1896936,47.958035
2007-11-29,54.549999,58.900002,53.450001,54.625,4982064,47.372639
2007-11-30,55,56.450001,54.950001,55.424999,1888984,48.066425
2007-12-03,56.200001,56.950001,54.799999,55.200001,2312256,47.8713
2007-12-04,56.099998,57.200001,54.924999,55.700001,1514084,48.304928
2007-12-05,56.599998,58.674999,56.25,58.125,2796362,50.407967
2007-12-06,59,59.75,57,57.75,2126354,50.082748
2007-12-07,59,62,57.525002,60.724998,4110890,52.662766
2007-12-10,61.5,62,60,60.799999,1920380,52.72781
2007-12-11,61.125,61.75,59.049999,59.549999,2729272,51.643772
2007-12-12,59,60.974998,58.325001,60.025002,1609166,52.05571
2007-12-13,60.5,60.950001,59,59.25,1488258,51.383587
2007-12-14,57.525002,60.75,57.525002,59.924999,1091100,51.96899
2007-12-17,59.924999,60.75,56.200001,56.900002,1510248,49.345592
2007-12-18,56.025002,57.950001,55.25,55.825001,3889018,48.413326
2007-12-19,56,57.625,55.275002,56.025002,1483382,48.586765
2007-12-20,56.5,56.974998,55.5,55.674999,1048960,48.283237
2007-12-24,56.099998,56.450001,55.950001,56.125,981730,48.673485
2007-12-26,57,57.400002,56.299999,56.924999,1898212,49.367283
2007-12-27,56.924999,59,55.799999,56.025002,7287772,48.586765
2007-12-28,56.099998,57.25,55.549999,56.700001,1067988,49.172157
2007-12-31,57,57.75,56.450001,57.099998,1719340,49.519047
2008-01-01,57.5,59.75,57.200001,58.349998,1690108,50.603085
2008-01-02,59,59.700001,57.625,58.200001,3797592,50.473
2008-01-03,57.799999,59.875,57.5,59.174999,7234736,51.318562
2008-01-04,60,62.200001,60,60.650002,4766270,52.597733
2008-01-07,60.650002,63.150002,59.650002,62.299999,3790240,54.02866
2008-01-08,63,63.375,58.75,59.674999,3547746,51.752171
2008-01-09,59.974998,60.424999,58.125,59.325001,1567730,51.448635
2008-01-10,59.849998,60.25,56.125,56.875,1124282,49.323921
2008-01-11,57.049999,57.775002,54.875,56.349998,1049498,48.868614
2008-01-14,57,57,55.650002,56.674999,1113598,49.150467
2008-01-15,57.049999,57.599998,56.575001,57.125,979178,49.540726
2008-01-16,56,57.724998,55.299999,56.275002,834732,48.803581
2008-01-17,56.275002,57.075001,55.575001,56.099998,922048,48.651802
2008-01-18,55.650002,58.200001,55.650002,56.799999,2695772,49.258873
2008-01-21,56.75,57.5,46.5,50.900002,2727960,44.1422
2008-01-22,47.5,50,37,44.275002,2669484,38.396778
2008-01-23,48.5,52.450001,46,50.150002,2671898,43.491768
2008-01-24,50.75,53.75,48.25,51,3249898,44.228912
2008-01-25,49.275002,52,49.275002,50.799999,1108194,44.055473
2008-01-28,50.799999,50.799999,47.5,49.825001,1158530,43.209927
2008-01-29,50.5,52.099998,50,50.375,990034,43.686897
2008-01-30,51.25,51.349998,48.5,48.650002,1000168,42.190922
2008-01-31,49.25,49.450001,45.049999,46.150002,5364466,40.022835
2008-02-01,47,48.450001,46.325001,48.174999,1032778,41.778988
2008-02-04,46.125,50.375,46.125,50.075001,882602,43.426723
2008-02-05,48.275002,50.75,48.275002,50.549999,855454,43.838661
2008-02-06,48.549999,49.950001,47,49.674999,506876,43.079834
2008-02-07,50,50.900002,49.049999,49.450001,1031864,42.884716
2008-02-08,49.25,50.849998,49.049999,50.125,1781778,43.470081
2008-02-11,50.125,50.450001,47,47.025002,1026976,40.781666
2008-02-12,48,48.375,47,47.125,1161464,40.868385
2008-02-13,48,48,46.75,47.075001,996832,40.825024
2008-02-14,47.799999,48.599998,47.299999,47.924999,1662674,41.562172
2008-02-15,47.924999,48.075001,47.025002,47.474998,939380,41.171925
2008-02-18,47.700001,48.25,47.224998,47.5,579794,41.193607
2008-02-19,48.150002,49.950001,47.625,49.599998,2452566,43.01479
2008-02-20,49.5,50.875,48.575001,49.549999,1108870,42.971428
2008-02-21,49.549999,50.799999,48.325001,50.049999,888300,43.405045
2008-02-22,49.075001,51.799999,49.025002,51.5,1988996,44.662533
2008-02-25,51.75,52.5,50.125,50.525002,914948,43.816986
2008-02-26,50,52.150002,50,51.25,1248778,44.445713
2008-02-27,51.75,52.299999,49.75,50.075001,774714,43.426723
2008-02-28,50,51.174999,47.75,48.674999,3057726,42.212597
2008-02-29,49,50.299999,48.299999,49.900002,2428184,43.274963
2008-03-03,49,51.5,48.775002,49.200001,1433532,42.667896
2008-03-04,49.5,50.224998,47.150002,49.575001,1380922,42.993103
2008-03-05,48.75,50.875,48.75,50.575001,1320870,43.860352
2008-03-07,50,51.424999,48.799999,49.625,1247376,43.03648
2008-03-10,48.775002,50,48.525002,49.549999,688906,42.971428
2008-03-11,49.5,50.375,49.025002,50.049999,370472,43.405045
2008-03-12,50.275002,51.025002,50.049999,50.75,606768,44.012112
2008-03-13,49.25,50.849998,48.025002,49.025002,1385416,42.516125
2008-03-14,49.025002,49.5,48.849998,49.174999,1036760,42.646221
2008-03-17,47.5,50,46.5,47.674999,769618,41.345371
2008-03-18,46.799999,49.924999,46.799999,48.575001,665222,42.125881
2008-03-19,48.75,50.25,46.75,47.549999,1676522,41.236958
2008-03-24,48,49,47.549999,48.599998,1747986,42.14756
2008-03-25,49.5,52.5,48.075001,51.125,2610300,44.33733
2008-03-26,51.5,54.049999,49.75,53.275002,1880850,46.201874
2008-03-27,50.5,53.775002,50,52.549999,2063292,45.573128
2008-03-28,52.849998,54.75,51.5,54.099998,818790,46.917343
2008-03-31,53,56.125,52.575001,55.400002,1905508,48.044739
2008-04-01,54,56.5,51.125,53.325001,682544,46.245243
2008-04-02,53.549999,54.849998,52.5,53.025002,432260,45.985073
2008-04-03,52.75,53.974998,51.200001,52.075001,796280,45.161201
2008-04-04,51.5,53.075001,51.125,52.474998,409178,45.508091
2008-04-07,52.5,55.375,51.924999,55.075001,1750616,47.76289
2008-04-08,54.950001,55.5,53.075001,55.224998,484504,47.892979
2008-04-09,54.75,55.25,54,54.224998,463316,47.025742
2008-04-10,54.5,54.5,53.049999,53.275002,259464,46.201874
2008-04-11,53.450001,53.974998,52.700001,52.924999,218312,45.898338
2008-04-15,52.924999,53.700001,51.650002,53.375,356992,46.288605
2008-04-16,53.450001,54.5,53.25,53.424999,398966,46.331959
2008-04-17,53.950001,55.25,53.25,54.775002,959280,47.502728
2008-04-21,54.924999,57.75,54.924999,56.650002,2711514,49.128788
2008-04-22,55.325001,56.75,53.849998,54.125,1437906,46.939026
2008-04-23,54.450001,54.875,52.25,52.724998,2384552,45.724892
2008-04-24,53,53.525002,52.075001,52.849998,1611568,45.833302
2008-04-25,52.599998,53.700001,52.275002,53.474998,1483822,46.375324
2008-04-28,52.275002,54.400002,52.275002,52.625,473630,45.638172
2008-04-29,52.5,53.900002,52.25,53.200001,1230416,46.136833
2008-04-30,52.5,54.200001,52.400002,53.424999,2671446,46.331959
2008-05-02,53.5,54.900002,53.075001,53.875,1994750,46.722214
2008-05-05,54,54.700001,53.150002,54,1787248,46.83062
2008-05-06,54,55.400002,53.525002,54.950001,5866108,47.654491
2008-05-07,55.474998,55.474998,53.049999,53.450001,3362974,46.353645
2008-05-08,52.349998,53,51.625,52.299999,472714,45.356323
2008-05-09,52.299999,52.299999,50,50.275002,584114,43.600182
2008-05-12,49.674999,50.75,49.049999,50.200001,941318,43.535137
2008-05-13,50.5,51.950001,49.5,49.650002,1491560,43.058151
2008-05-14,49,50.099998,49,49.825001,332486,43.209927
2008-05-15,50,50.5,49.400002,49.650002,1230750,43.058151
2008-05-16,49.849998,50.125,49.400002,49.525002,1201320,42.949749
2008-05-20,49,50,48.700001,48.799999,2073568,42.321003
2008-05-21,49,49.474998,48.400002,48.799999,964606,42.321003
2008-05-22,48.075001,48.900002,48.075001,48.224998,1208282,41.822342
2008-05-23,48.049999,48.849998,47.099998,47.25,846392,40.976791
2008-05-26,47.299999,47.400002,45.825001,46.025002,1077024,39.914436
2008-05-27,46.424999,46.950001,45.900002,46.099998,800244,39.979485
2008-05-28,46.174999,47.924999,45.924999,47.5,1978736,41.193607
2008-05-29,47.950001,48.375,47.200001,47.525002,2007952,41.215286
2008-05-30,47.924999,49.200001,47.625,48.525002,3062188,42.082523
2008-06-02,48.950001,49.5,47.625,48.275002,1046722,41.865707
2008-06-03,48.5,48.5,46.525002,47.549999,772536,41.236958
2008-06-04,47.5,48.974998,46.575001,48.075001,1192948,41.692261
2008-06-05,48,48.424999,47.5,48.150002,471430,41.757309
2008-06-06,48.375,48.75,47.474998,48.025002,720508,41.648907
2008-06-09,48.900002,48.900002,44.174999,48.400002,1316342,41.974106
2008-06-10,48,48.599998,46.674999,48.424999,2820330,41.995792
2008-06-11,48.5,49.400002,48.25,49.099998,1326986,42.581173
2008-06-12,48.5,50.5,47.75,49.599998,1303984,43.01479
2008-06-13,49.825001,50,48.549999,49.575001,481020,42.993103
2008-06-16,49.974998,51,49.049999,49.674999,571980,43.079834
2008-06-17,49,50.5,49,49.700001,232960,43.101513
2008-06-18,49.775002,50.200001,49.375,49.724998,273332,43.123199
2008-06-19,49.5,49.5,48.299999,48.549999,304220,42.748981
2008-06-20,48,49,46.775002,47.900002,1481428,42.176643
2008-06-23,46.5,47.5,44.099998,46,1008922,40.50367
2008-06-24,46,46.200001,44.025002,44.299999,727792,39.006786
2008-06-25,43.5,53.150002,42.150002,43.75,680490,38.522503
2008-06-26,44.5,45.5,43.25,43.650002,1395794,38.43446
2008-06-27,42.75,43.25,41.150002,41.349998,2392446,36.409275
2008-06-30,41.950001,41.950001,38.75,39.525002,2217786,34.802338
2008-07-01,41.224998,41.224998,39,39.474998,711946,34.758312
2008-07-02,39,40.924999,37.5,40.450001,493286,35.616802
2008-07-03,40.049999,40.049999,37.125,37.799999,531836,33.283447
2008-07-04,38.125,39.950001,37.5,38.875,1553012,34.229996
2008-07-07,39.25,41.75,39.25,40.575001,795236,35.726875
2008-07-08,40,40.974998,38.575001,40.450001,274514,35.616802
2008-07-09,41,42.349998,40.875,42.075001,501556,37.047642
2008-07-10,41.525002,45.474998,41.525002,45.275002,1317680,39.865292
2008-07-11,45.125,49.700001,45,47.325001,2746424,41.670345
2008-07-14,47.450001,47.75,45.650002,47.025002,1042960,41.406197
2008-07-15,45,47.450001,45,46.674999,693398,41.098015
2008-07-16,45,47,44.150002,44.724998,738526,39.381008
2008-07-17,45.099998,46.5,42.950001,44,704084,38.742641
2008-07-18,44,44.950001,43.075001,44.450001,360420,39.13887
2008-07-21,44.974998,46.400002,44.025002,44.849998,236426,39.491066
2008-07-22,44.5,46,44.025002,45.075001,305048,39.689198
2008-07-23,47,47.450001,45.5,45.875,310390,40.3936
2008-07-24,46,46.724998,44.825001,45.325001,290192,39.909317
2008-07-25,45,46.375,44.299999,46.075001,1496240,40.569698
2008-07-28,46.049999,47.849998,45.775002,46.424999,1601182,40.877876
2008-07-29,45.5,46.900002,44.5,44.625,2290688,39.292953
2008-07-30,44.049999,46,44.049999,45.424999,563376,39.997364
2008-07-31,44.674999,45.549999,44.674999,45.200001,1019990,39.799252
2008-08-01,44.75,46.900002,44.75,45.200001,783836,39.799252
2008-08-04,46.400002,46.450001,45.25,45.924999,363788,40.43763
2008-08-05,45.099998,46.5,45.099998,46.025002,293064,40.525684
2008-08-06,46.400002,46.724998,44.775002,45.025002,974618,39.645168
2008-08-07,45.025002,47.450001,44.775002,45.025002,421198,39.645168
2008-08-08,45.049999,46,44.5,45.025002,588082,39.645168
2008-08-11,45.549999,46.099998,45.275002,45.724998,554696,40.261513
2008-08-12,46.099998,46.200001,44.549999,45.400002,1061262,39.975368
2008-08-13,45.700001,45.75,44.75,45.375,649472,39.953346
2008-08-14,44.825001,46.450001,44.575001,45.5,3046346,40.063408
2008-08-18,45.25,48.25,44.549999,46.775002,1335882,41.186066
2008-08-19,47,47.799999,44.525002,44.924999,1754978,39.557114
2008-08-20,44.924999,46.5,44.625,45.599998,2061188,40.151459
2008-08-21,46,47.349998,43.125,44.025002,2723554,38.764648
2008-08-22,43.900002,45.150002,43,44.700001,866708,39.358997
2008-08-25,45.299999,46.849998,42.625,45,868422,39.623154
2008-08-26,44.650002,45.599998,44.125,45.474998,1116568,40.041393
2008-08-27,45.150002,45.5,44.875,45.174999,279824,39.777241
2008-08-28,44.849998,45.75,44.75,45.174999,1065508,39.777241
2008-08-29,45.224998,46.224998,45.224998,45.724998,959494,40.261513
2008-09-01,45.724998,46.900002,45.5,46.599998,884330,41.031963
2008-09-02,46.650002,49.150002,46.650002,48.599998,1993736,42.793003
2008-09-04,48.5,49.224998,47.525002,48.224998,10360144,42.462807
2008-09-05,47.424999,49.075001,47.025002,48.299999,570472,42.528851
2008-09-08,49,49.25,47.5,48.049999,189722,42.308712
2008-09-09,47.625,48.174999,47.174999,47.474998,383596,41.802425
2008-09-10,47,47.5,46.025002,46.275002,688386,40.745808
2008-09-11,45.575001,46.125,44.299999,44.974998,2272596,39.601135
2008-09-12,44.974998,45.875,44.5,44.900002,408306,39.535099
2008-09-15,44.900002,45.5,43,44.75,782948,39.403027
2008-09-16,44,44.75,43.25,44.349998,186564,39.050812
2008-09-17,45,45.099998,43.5,44.724998,1980302,39.381008
2008-09-18,44,44,42.5,43.5,2120724,38.30238
2008-09-19,44.950001,45.400002,43.700001,44.450001,266858,39.13887
2008-09-22,44.299999,45.950001,44.075001,45.474998,470812,40.041393
2008-09-23,44.299999,45.099998,43.375,43.674999,674246,38.456463
2008-09-24,44,44.599998,43.549999,44.275002,344814,38.984787
2008-09-25,44.5,45.275002,42.700001,43.700001,1190886,38.478481
2008-09-26,43.5,44.75,43.325001,44.474998,947854,39.160881
2008-09-29,44.5,45.049999,43.25,43.950001,943414,38.698616
2008-09-30,42.5,45.75,42.025002,45.549999,1779730,40.10743
2008-10-01,45.924999,45.924999,44.5,44.825001,1520554,39.469067
2008-10-03,44.549999,45.375,44.150002,45.025002,2304574,39.645168
2008-10-06,44.5,44.849998,43.025002,44.099998,814114,38.830688
2008-10-07,43.549999,44.75,43.25,43.549999,3256758,38.346413
2008-10-08,42.75,43.700001,41.400002,43.125,3081216,37.972183
2008-10-10,41.5,42.424999,37.625,39.799999,3847374,35.044464
2008-10-13,40.125,40.950001,38.549999,39.275002,529554,34.582207
2008-10-14,40.549999,40.549999,38.5,39.224998,1057366,34.538177
2008-10-15,39,39.349998,37.625,39.125,1284598,34.450134
2008-10-16,39,41.125,36.025002,39.950001,755464,35.176556
2008-10-17,40.924999,41,39.049999,40.5,468504,35.660843
2008-10-20,41.25,41.5,39.224998,40.099998,332298,35.308628
2008-10-21,40.025002,40.5,39.525002,39.950001,156214,35.176556
2008-10-22,39.75,40.424999,38.900002,39.724998,260358,34.978439
2008-10-23,38.125,40.25,37.549999,39.924999,707498,35.154541
2008-10-24,38.75,39.474998,35,35.849998,456062,31.566444
2008-10-27,36,36,30.075001,33.325001,355826,29.343151
2008-10-29,35,36.224998,32.950001,33.950001,517016,29.893471
2008-10-31,34.450001,42.474998,34.25,40.799999,1020844,35.924992
2008-11-03,41,41.775002,39.049999,41.174999,1054516,36.255184
2008-11-04,42.25,44,40,43.75,1095560,38.522503
2008-11-05,44.5,45.450001,41.775002,44.275002,634048,38.984787
2008-11-06,43,44.5,42.275002,43.825001,222862,38.588547
2008-11-07,42.549999,43.950001,42.5,43.049999,2328838,37.906147
2008-11-10,43.75,45.5,42.049999,45.200001,1040622,39.799252
2008-11-11,44.5,44.775002,42.275002,42.650002,3933544,37.553936
2008-11-12,43.5,43.5,42.075001,42.825001,181986,37.708035
2008-11-14,43.049999,44,41.900002,42.674999,375686,37.575958
2008-11-17,42.849998,42.849998,40.549999,41.474998,2969172,36.519333
2008-11-18,40.875,40.875,38.349998,39.775002,3599848,35.022472
2008-11-19,38.700001,40,38.700001,39.400002,1278452,34.692268
2008-11-20,38.724998,38.724998,36.825001,37.5,1190978,33.019295
2008-11-21,37,37.849998,37,37.400002,182544,32.931244
2008-11-24,37.75,38.75,36.799999,37.549999,3382320,33.063316
2008-11-25,38.400002,40.700001,37.75,40.349998,898966,35.528751
2008-11-26,40.200001,40.450001,38.724998,39.349998,3392826,34.648251
2008-11-28,39.349998,41.174999,38.5,40.974998,331718,36.079082
2008-12-01,41.474998,42.75,40.549999,42.474998,4027522,37.399845
2008-12-02,41.75,41.75,39.150002,40.825001,3111646,35.947002
2008-12-03,40.599998,41.724998,39.974998,41.224998,621540,36.29921
2008-12-04,41.450001,41.5,40.325001,41.224998,519456,36.29921
2008-12-05,41.25,41.474998,40,40.650002,278544,35.792915
2008-12-08,42.400002,42.400002,39.625,40,1690150,35.220581
2008-12-10,40.25,40.25,38.900002,39.349998,1439224,34.648251
2008-12-11,39.75,39.900002,37.950001,38.325001,1499400,33.745716
2008-12-12,37.5,39.5,37.5,39.150002,2431468,34.472141
2008-12-15,39,39.924999,38.700001,39.375,283592,34.670261
2008-12-16,39.875,40.25,38.825001,40,4291926,35.220581
2008-12-17,40.5,41.5,39.75,40.924999,2331412,36.035053
2008-12-18,41.25,41.950001,40.5,41.674999,466112,36.695438
2008-12-19,41.5,42.474998,41.049999,41.924999,297866,36.915569
2008-12-22,41.924999,42.674999,41.275002,41.974998,669466,36.959599
2008-12-23,42.450001,42.450001,40.125,41.75,239298,36.761482
2008-12-24,42.400002,42.400002,40.25,40.650002,207848,35.792915
2008-12-26,40,41.950001,40,41.549999,466786,36.585369
2008-12-29,42,42.200001,40.775002,41.599998,683444,36.629398
2008-12-30,41.5,42,41.174999,41.825001,531508,36.827515
